Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
Chief Data Officer,Sterling National Bank,"New York, NY",other,mid,89.1,high,3,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Associate Scientist,Pharmavite,"Valencia, CA",other,junior,89.1,high,1,0,0,2,"['Statistics', 'Experimentation']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Chief Data Officer,Sterling National Bank,"New York, NY",other,mid,89.1,high,3,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Chief Data Officer,Sterling National Bank,"New York, NY",other,mid,89.1,high,3,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,U.Group,"Indianapolis, IN",data scientist,mid,89.1,high,0,1,0,3,"['AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants."
Data Scientist,Nurx,"San Francisco, CA",data scientist,mid,89.0,high,3,0,1,5,"['Python', 'SQL', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Hybrid setup adds flexibility without being fully on-site. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist (Warehouse Automation),SoftBank Robotics,"San Francisco, CA",data scientist,mid,88.9,high,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Power BI', 'Statistics', 'Experimentation']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Engineer,Hygiena,"Camarillo, CA",data engineer,mid,88.9,high,0,0,0,4,"['SQL', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Scientist,Autodesk,"San Francisco, CA",data scientist,senior,88.9,high,0,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
UX Data Scientist (Python),OSI Engineering,"San Francisco, CA",data scientist,mid,88.9,high,3,0,0,5,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
UX Data Scientist (Python),OSI Engineering,"San Francisco, CA",data scientist,mid,88.9,high,3,0,0,5,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Senior Data Scientist,Autodesk,"San Francisco, CA",data scientist,senior,88.9,high,0,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
UX Data Scientist (Python),OSI Engineering,"San Francisco, CA",data scientist,mid,88.9,high,3,0,0,5,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Business Intelligence Analyst,"Qualifacts Systems, Inc.","Nashville, TN",business intelligence,mid,88.8,high,1,0,0,1,['SQL'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Business Intelligence Analyst,Service Express,"Grand Rapids, MI",business intelligence,mid,88.8,high,0,0,0,4,"['Python', 'SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Business Intelligence Analyst,"Qualifacts Systems, Inc.","Nashville, TN",business intelligence,mid,88.8,high,1,0,0,1,['SQL'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Business Intelligence Analyst,"Qualifacts Systems, Inc.","Nashville, TN",business intelligence,mid,88.8,high,1,0,0,1,['SQL'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,GTN Technical Staffing,"Tempe, AZ",data scientist,mid,88.8,high,5,0,0,5,"['SQL', 'Excel', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Data Scientist,Strategic Financial Solutions,"New York, NY",data scientist,mid,88.7,high,0,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Strategic Financial Solutions,"New York, NY",data scientist,mid,88.7,high,0,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Technology-Minded, Data Professional Opportunities",Veterans United Home Loans,"Columbia, MO",other,mid,88.6,high,0,0,0,5,"['SQL', 'Excel', 'Tableau', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
"Technology-Minded, Data Professional Opportunities",Veterans United Home Loans,"Columbia, MO",other,mid,88.6,high,0,0,0,5,"['SQL', 'Excel', 'Tableau', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist - Bioinformatics,PNNL,"Richland, WA",data scientist,mid,88.6,high,1,0,0,2,"['Python', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Sr. Data Analyst,Community Behavioral Health,"Philadelphia, PA",data analyst,senior,88.4,high,4,0,0,6,"['SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Engineer,Fivestars,"San Francisco, CA",data engineer,mid,88.4,high,1,0,0,4,"['Python', 'SQL', 'AWS', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Data Analyst 1, full-time contract worker for up to 12 months",The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",data analyst,mid,88.3,high,2,0,0,4,"['SQL', 'Excel', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
